service_id,service_name,source_service,target_service,request_latency,request_volume,cpu_usage,memory_usage,error_rate,service_criticality,environment,timestamp
svc_010,Analytics Service,User Service,Analytics Service,326.23,6282,30.5,139.0,0.0057,low,production,2026-03-03T22:15:27.530280
svc_012,Config Service,User Service,Config Service,145.15,4186,41.65,665.0,0.0038,high,production,2026-03-03T22:25:27.530280
svc_013,Cache Service,Search Service,Cache Service,215.16,2747,42.15,2028.0,0.0107,high,production,2026-03-03T22:26:27.530280
svc_002,Auth Service,API Gateway,Auth Service,237.38,7851,31.39,928.0,0.0165,critical,production,2026-03-03T22:26:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,361.32,6735,8.42,152.0,0.0088,high,production,2026-03-03T22:27:27.530280
svc_006,Notification Service,Order Service,Notification Service,456.5,7858,80.37,503.0,0.0244,medium,production,2026-03-03T22:29:27.530280
svc_009,Search Service,API Gateway,Search Service,413.29,904,43.21,492.0,0.024,medium,production,2026-03-03T22:39:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,235.05,3454,66.86,546.0,0.035,high,production,2026-03-03T22:43:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,322.37,1191,25.49,1117.0,0.0499,high,production,2026-03-03T22:55:27.530280
svc_012,Config Service,Auth Service,Config Service,499.41,5480,66.21,1979.0,0.0419,high,production,2026-03-03T22:59:27.530280
svc_012,Config Service,User Service,Config Service,480.45,3305,31.58,816.0,0.0069,high,production,2026-03-03T23:08:27.530280
svc_002,Auth Service,API Gateway,Auth Service,440.72,7188,24.38,503.0,0.0181,critical,production,2026-03-03T23:11:27.530280
svc_014,Email Service,Notification Service,Email Service,235.99,4304,36.33,438.0,0.0126,medium,production,2026-03-03T23:23:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,259.65,288,18.19,284.0,0.0077,high,production,2026-03-03T23:33:27.530280
svc_012,Config Service,Auth Service,Config Service,479.24,7108,16.13,912.0,0.0436,high,production,2026-03-04T00:02:27.530280
svc_006,Notification Service,Payment Service,Notification Service,194.88,2686,77.96,2020.0,0.0442,medium,production,2026-03-04T00:06:27.530280
svc_013,Cache Service,Search Service,Cache Service,291.87,1824,45.81,1948.0,0.0452,high,production,2026-03-04T00:13:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,297.44,4231,39.92,1353.0,0.0221,medium,production,2026-03-04T00:15:27.530280
svc_014,Email Service,Notification Service,Email Service,353.31,4434,30.77,528.0,0.0174,medium,production,2026-03-04T00:20:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,383.42,7509,48.66,1616.0,0.0435,high,production,2026-03-04T00:34:27.530280
svc_003,User Service,Auth Service,User Service,49.7,988,72.12,1581.0,0.0329,high,production,2026-03-04T00:46:27.530280
svc_005,Payment Service,Order Service,Payment Service,250.68,7219,54.28,1630.0,0.0375,critical,production,2026-03-04T00:50:27.530280
svc_002,Auth Service,API Gateway,Auth Service,228.33,4088,33.86,1737.0,0.0349,critical,production,2026-03-04T01:01:27.530280
svc_011,Logging Service,API Gateway,Logging Service,480.23,3969,59.61,1887.0,0.0277,medium,production,2026-03-04T01:13:27.530280
svc_015,Report Service,Billing Service,Report Service,347.52,1812,54.81,617.0,0.0294,low,production,2026-03-04T01:38:27.530280
svc_012,Config Service,Order Service,Config Service,106.59,5014,26.06,1060.0,0.0087,high,production,2026-03-04T01:41:27.530280
svc_009,Search Service,API Gateway,Search Service,438.43,7223,25.3,459.0,0.0276,medium,production,2026-03-04T01:45:27.530280
svc_009,Search Service,Catalog Service,Search Service,413.85,495,24.73,1037.0,0.0157,medium,production,2026-03-04T01:49:27.530280
svc_003,User Service,API Gateway,User Service,275.29,8900,26.44,614.0,0.0306,high,production,2026-03-04T01:57:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,258.77,4932,38.77,1010.0,0.0497,medium,production,2026-03-04T01:58:27.530280
svc_018,Session Service,Auth Service,Session Service,481.11,6018,18.38,1488.0,0.0103,high,production,2026-03-04T01:59:27.530280
svc_009,Search Service,API Gateway,Search Service,483.16,953,14.44,210.0,0.0484,medium,production,2026-03-04T02:00:27.530280
svc_014,Email Service,Notification Service,Email Service,498.42,4376,8.3,1532.0,0.0101,medium,production,2026-03-04T02:01:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,61.29,7276,35.89,163.0,0.0199,high,production,2026-03-04T02:03:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,325.43,4621,62.69,1582.0,0.0423,high,production,2026-03-04T02:08:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,468.45,9106,58.42,1839.0,0.0086,high,production,2026-03-04T02:38:27.530280
svc_012,Config Service,Auth Service,Config Service,363.03,10,21.37,855.0,0.0347,high,production,2026-03-04T03:01:27.530280
svc_009,Search Service,API Gateway,Search Service,114.11,7888,62.34,2040.0,0.0124,medium,production,2026-03-04T03:08:27.530280
svc_004,Order Service,API Gateway,Order Service,303.93,594,40.99,1203.0,0.0196,critical,production,2026-03-04T03:16:27.530280
svc_018,Session Service,Auth Service,Session Service,115.63,7504,74.76,565.0,0.0456,high,production,2026-03-04T03:16:27.530280
svc_009,Search Service,API Gateway,Search Service,343.7,2530,36.49,265.0,0.0456,medium,production,2026-03-04T03:21:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,361.94,5491,17.86,1069.0,0.0126,medium,production,2026-03-04T03:25:27.530280
svc_016,Billing Service,Payment Service,Billing Service,135.34,4586,13.82,1551.0,0.042,high,production,2026-03-04T03:29:27.530280
svc_015,Report Service,Analytics Service,Report Service,296.68,1728,13.84,1877.0,0.0413,low,production,2026-03-04T03:41:27.530280
svc_011,Logging Service,API Gateway,Logging Service,393.22,5025,79.18,511.0,0.0087,medium,production,2026-03-04T04:09:27.530280
svc_009,Search Service,API Gateway,Search Service,354.17,3547,72.8,1241.0,0.0473,medium,production,2026-03-04T04:31:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,454.72,6574,16.36,986.0,0.0147,high,production,2026-03-04T04:33:27.530280
svc_016,Billing Service,Payment Service,Billing Service,332.22,821,11.83,491.0,0.0312,high,production,2026-03-04T04:39:27.530280
svc_018,Session Service,Auth Service,Session Service,185.66,4231,81.47,280.0,0.0393,high,production,2026-03-04T04:45:27.530280
svc_013,Cache Service,Search Service,Cache Service,48.44,262,41.37,238.0,0.0222,high,production,2026-03-04T05:21:27.530280
svc_004,Order Service,API Gateway,Order Service,198.67,8158,40.47,1183.0,0.0252,critical,production,2026-03-04T05:26:27.530280
svc_006,Notification Service,Order Service,Notification Service,444.85,10181,47.28,1388.0,0.032,medium,production,2026-03-04T05:30:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,99.89,3920,36.87,873.0,0.0434,high,production,2026-03-04T05:33:27.530280
svc_015,Report Service,Billing Service,Report Service,457.87,2876,51.96,1219.0,0.005,low,production,2026-03-04T05:35:27.530280
svc_013,Cache Service,Search Service,Cache Service,386.15,4249,29.37,1249.0,0.042,high,production,2026-03-04T06:03:27.530280
svc_009,Search Service,Catalog Service,Search Service,222.05,737,13.45,1689.0,0.0237,medium,production,2026-03-04T06:06:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,167.03,7064,43.43,622.0,0.0177,high,production,2026-03-04T06:08:27.530280
svc_006,Notification Service,Order Service,Notification Service,409.53,3945,12.93,592.0,0.0393,medium,production,2026-03-04T06:11:27.530280
svc_012,Config Service,Order Service,Config Service,405.51,8538,64.85,932.0,0.0158,high,production,2026-03-04T06:21:27.530280
svc_015,Report Service,Billing Service,Report Service,163.81,1618,35.21,1507.0,0.0033,low,production,2026-03-04T06:30:27.530280
svc_005,Payment Service,Order Service,Payment Service,333.84,8046,16.74,394.0,0.0134,critical,production,2026-03-04T06:47:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,142.09,10,29.68,1945.0,0.0144,medium,production,2026-03-04T06:58:27.530280
svc_016,Billing Service,Payment Service,Billing Service,149.55,3463,63.18,1384.0,0.0133,high,production,2026-03-04T07:01:27.530280
svc_003,User Service,API Gateway,User Service,388.94,7160,27.0,1692.0,0.0483,high,production,2026-03-04T07:14:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,174.66,2271,7.06,1709.0,0.0301,medium,production,2026-03-04T07:20:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,156.38,3197,27.56,370.0,0.0489,high,production,2026-03-04T07:28:27.530280
svc_003,User Service,Auth Service,User Service,142.64,1432,19.29,138.0,0.0075,high,production,2026-03-04T07:38:27.530280
svc_016,Billing Service,Payment Service,Billing Service,433.64,9759,52.54,189.0,0.0329,high,production,2026-03-04T07:54:27.530280
svc_018,Session Service,Auth Service,Session Service,123.33,8572,39.08,1306.0,0.0275,high,production,2026-03-04T08:06:27.530280
svc_005,Payment Service,Order Service,Payment Service,157.05,7394,77.84,1761.0,0.0078,critical,production,2026-03-04T08:20:27.530280
svc_006,Notification Service,Order Service,Notification Service,203.6,10,64.51,1979.0,0.0184,medium,production,2026-03-04T08:28:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,151.03,1896,50.28,623.0,0.0468,medium,production,2026-03-04T08:41:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,434.24,6993,62.93,824.0,0.0491,high,production,2026-03-04T08:42:27.530280
svc_018,Session Service,Auth Service,Session Service,97.51,767,78.1,323.0,0.0028,high,production,2026-03-04T08:57:27.530280
svc_011,Logging Service,API Gateway,Logging Service,150.18,7639,31.38,164.0,0.0133,medium,production,2026-03-04T09:10:27.530280
svc_003,User Service,Auth Service,User Service,339.2,10000,56.93,478.0,0.0215,high,production,2026-03-04T09:15:27.530280
svc_014,Email Service,Notification Service,Email Service,426.19,5711,8.98,1044.0,0.0088,medium,production,2026-03-04T09:19:27.530280
svc_006,Notification Service,Order Service,Notification Service,194.77,9866,56.56,1062.0,0.0144,medium,production,2026-03-04T09:21:27.530280
svc_009,Search Service,Catalog Service,Search Service,462.77,5495,28.47,1782.0,0.0337,medium,production,2026-03-04T09:36:27.530280
svc_003,User Service,API Gateway,User Service,371.45,4211,20.47,1005.0,0.0159,high,production,2026-03-04T09:42:27.530280
svc_010,Analytics Service,User Service,Analytics Service,112.66,5404,24.84,1929.0,0.0269,low,production,2026-03-04T09:44:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,353.95,3002,65.22,1298.0,0.0358,high,production,2026-03-04T09:53:27.530280
svc_015,Report Service,Analytics Service,Report Service,291.66,530,14.09,887.0,0.0085,low,production,2026-03-04T09:54:27.530280
svc_011,Logging Service,API Gateway,Logging Service,407.83,8039,74.3,519.0,0.0026,medium,production,2026-03-04T09:54:27.530280
svc_016,Billing Service,Payment Service,Billing Service,278.56,582,33.54,1289.0,0.0317,high,production,2026-03-04T09:56:27.530280
svc_018,Session Service,Auth Service,Session Service,336.47,2847,22.53,465.0,0.0487,high,production,2026-03-04T10:09:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,146.35,710,21.78,1650.0,0.0277,high,production,2026-03-04T10:14:27.530280
svc_012,Config Service,User Service,Config Service,166.56,2659,19.76,621.0,0.0482,high,production,2026-03-04T10:46:27.530280
svc_016,Billing Service,Payment Service,Billing Service,441.44,4094,84.36,295.0,0.0119,high,production,2026-03-04T10:52:27.530280
svc_018,Session Service,Auth Service,Session Service,106.07,5428,51.85,571.0,0.0382,high,production,2026-03-04T10:54:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,237.41,4686,23.54,1865.0,0.0459,medium,production,2026-03-04T11:28:27.530280
svc_008,Catalog Service,Inventory Service,Catalog Service,274.56,6897,43.45,180.0,0.0114,high,production,2026-03-04T11:37:27.530280
svc_003,User Service,Auth Service,User Service,333.65,4318,53.28,1827.0,0.026,high,production,2026-03-04T11:40:27.530280
svc_005,Payment Service,Order Service,Payment Service,476.53,2158,77.49,780.0,0.0011,critical,production,2026-03-04T11:46:27.530280
svc_012,Config Service,User Service,Config Service,127.2,6328,28.76,472.0,0.0341,high,production,2026-03-04T11:56:27.530280
svc_012,Config Service,Order Service,Config Service,308.51,4854,62.68,441.0,0.0196,high,production,2026-03-04T12:00:27.530280
svc_003,User Service,API Gateway,User Service,466.87,829,64.36,1644.0,0.008,high,production,2026-03-04T12:30:27.530280
svc_003,User Service,Auth Service,User Service,249.75,9071,47.88,1043.0,0.0393,high,production,2026-03-04T12:46:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,232.85,8486,76.63,1226.0,0.0258,high,production,2026-03-04T12:53:27.530280
svc_015,Report Service,Billing Service,Report Service,416.57,7658,62.15,2020.0,0.0398,low,production,2026-03-04T12:54:27.530280
svc_003,User Service,API Gateway,User Service,498.56,9312,49.54,1738.0,0.0355,high,production,2026-03-04T12:54:27.530280
svc_012,Config Service,Order Service,Config Service,321.6,9831,55.45,558.0,0.0098,high,production,2026-03-04T13:05:27.530280
svc_005,Payment Service,Order Service,Payment Service,364.23,4446,83.97,1281.0,0.0082,critical,production,2026-03-04T13:19:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,401.33,5714,63.2,1625.0,0.0231,high,production,2026-03-04T13:20:27.530280
svc_012,Config Service,User Service,Config Service,253.39,1556,33.2,526.0,0.0272,high,production,2026-03-04T13:25:27.530280
svc_010,Analytics Service,User Service,Analytics Service,194.37,3822,13.11,740.0,0.0426,low,production,2026-03-04T13:27:27.530280
svc_016,Billing Service,Payment Service,Billing Service,253.87,2584,58.23,720.0,0.0379,high,production,2026-03-04T13:43:27.530280
svc_012,Config Service,User Service,Config Service,64.15,1027,51.46,1611.0,0.0405,high,production,2026-03-04T13:45:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,76.15,1023,23.49,495.0,0.0179,high,production,2026-03-04T14:01:27.530280
svc_005,Payment Service,Order Service,Payment Service,35.88,1947,50.01,1870.0,0.0207,critical,production,2026-03-04T14:03:27.530280
svc_004,Order Service,API Gateway,Order Service,219.56,8931,62.02,2009.0,0.0437,critical,production,2026-03-04T14:08:27.530280
svc_012,Config Service,Auth Service,Config Service,320.15,3123,16.52,139.0,0.0326,high,production,2026-03-04T14:12:27.530280
svc_003,User Service,Auth Service,User Service,348.48,8103,61.56,1600.0,0.019,high,production,2026-03-04T14:13:27.530280
svc_014,Email Service,Notification Service,Email Service,401.02,3516,6.7,747.0,0.0259,medium,production,2026-03-04T14:18:27.530280
svc_007,Inventory Service,Order Service,Inventory Service,414.52,7278,48.82,540.0,0.0132,high,production,2026-03-04T14:21:27.530280
svc_003,User Service,API Gateway,User Service,167.08,2967,24.6,129.0,0.0269,high,production,2026-03-04T14:38:27.530280
svc_014,Email Service,Notification Service,Email Service,400.49,3293,39.46,1907.0,0.0212,medium,production,2026-03-04T14:39:27.530280
svc_015,Report Service,Billing Service,Report Service,168.43,1504,15.18,1785.0,0.0478,low,production,2026-03-04T14:48:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,213.21,7325,42.48,1582.0,0.022,high,production,2026-03-04T15:08:27.530280
svc_012,Config Service,User Service,Config Service,196.03,1445,35.31,1355.0,0.0487,high,production,2026-03-04T15:10:27.530280
svc_006,Notification Service,Order Service,Notification Service,492.23,5284,18.57,874.0,0.0421,medium,production,2026-03-04T15:14:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,483.38,4652,19.07,171.0,0.0096,high,production,2026-03-04T15:15:27.530280
svc_017,Recommendation Service,Search Service,Recommendation Service,447.81,1629,26.82,390.0,0.0074,medium,production,2026-03-04T15:54:27.530280
svc_006,Notification Service,Order Service,Notification Service,427.07,1236,35.14,702.0,0.0309,medium,production,2026-03-04T15:56:27.530280
svc_005,Payment Service,Order Service,Payment Service,457.22,2477,12.55,1134.0,0.0392,critical,production,2026-03-04T15:57:27.530280
svc_015,Report Service,Billing Service,Report Service,374.41,1001,56.95,1888.0,0.0053,low,production,2026-03-04T16:06:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,453.27,7614,48.11,523.0,0.0221,high,production,2026-03-04T16:16:27.530280
svc_013,Cache Service,Catalog Service,Cache Service,483.0,3866,38.75,813.0,0.0056,high,production,2026-03-04T16:23:27.530280
